mode,id,year,subject,difficulty,stem,option_a,option_b,option_c,option_d,correct,feedback_correct,feedback_wrong
ENEM,ENEM2022-Q067,2022,Sociologia,médio,"Para Durkheim, fato social tem caráter:",coercitivo,biológico,apenas jurídico,subjetivo,A,Você tá voando! 🛫,Respira e vai de novo. 😌
ENEM,ENEM2022-Q090,2022,Português,médio,Escolha a frase com concordância adequada:,Existem muitas oportunidades.,Houveram problemas ontem.,Precisam-se de ajuda urgente.,Fazem cinco anos.,A,Acertou em cheio! 🎯,Ops! Passou raspando. 🪒
ENEM,ENEM2024-Q021,2024,Filosofia,difícil,"Para Sócrates, ‘conhecer-se’ conduz à:",virtude,riqueza,prazer,poder político,A,Mandou bem! 🚀,Ops! Passou raspando. 🪒
ENEM,ENEM2024-Q055,2024,Química,difícil,Uma solução ácida tem pH:,menor que 7,igual a 7,maior que 7,igual a 14,A,Excelente! 🧠,Anota e revisa depois. 📝
ENEM,ENEM2024-Q095,2024,Português,fácil,Escolha a frase com concordância adequada:,Existem muitas oportunidades.,Houveram problemas ontem.,Precisam-se de ajuda urgente.,Fazem cinco anos.,A,Muito bem! ✅,Respira e vai de novo. 😌
ENEM,ENEM2022-Q062,2022,Sociologia,fácil,"Para Durkheim, fato social tem caráter:",coercitivo,biológico,apenas jurídico,subjetivo,A,Top demais! ✨,Ops! Passou raspando. 🪒
ENEM,ENEM2023-Q068,2023,Filosofia,fácil,"Para Sócrates, ‘conhecer-se’ conduz à:",virtude,riqueza,prazer,poder político,A,Top demais! ✨,Anota e revisa depois. 📝
ENEM,ENEM2023-Q049,2023,Matemática,fácil,Preço 200 com 15% de desconto. Preço final:,R$ 170.00,R$ 160.00,R$ 166.18,R$ 180.00,A,Muito bem! ✅,Ops! Passou raspando. 🪒
ENEM,ENEM2023-Q031,2023,Física,médio,1ª lei de Newton:,princípio da inércia,ação e reação,princípio do trabalho,conservação de carga,A,Show! 👏,Anota e revisa depois. 📝
ENEM,ENEM2022-Q071,2022,História,fácil,Ano da Proclamação da República no Brasil:,1889,1822,1930,1964,A,Top demais! ✨,Respira e vai de novo. 😌
ENEM,ENEM2023-Q009,2023,Sociologia,fácil,"Para Durkheim, fato social tem caráter:",coercitivo,biológico,apenas jurídico,subjetivo,A,Top demais! ✨,Boa tentativa! Revise esse tema. 📚
ENEM,ENEM2023-Q055,2023,Sociologia,difícil,"Para Durkheim, fato social tem caráter:",coercitivo,biológico,apenas jurídico,subjetivo,A,Acertou em cheio! 🎯,Vai estudar mais e volte amanhã… 😅
ENEM,ENEM2023-Q005,2023,Sociologia,difícil,"Para Durkheim, fato social tem caráter:",coercitivo,biológico,apenas jurídico,subjetivo,A,Muito bem! ✅,Boa tentativa! Revise esse tema. 📚
ENEM,ENEM2022-Q004,2022,Biologia,fácil,A organela que produz ATP é:,Mitocôndria,Ribossomo,Lisossomo,Complexo Golgiense,A,Top demais! ✨,Respira e vai de novo. 😌
ENEM,ENEM2022-Q029,2022,Sociologia,difícil,"Para Durkheim, fato social tem caráter:",coercitivo,biológico,apenas jurídico,subjetivo,A,Top demais! ✨,Não desanima! Você consegue. 💪
ENEM,ENEM2024-Q003,2024,Português,médio,Classifique o sujeito em: ‘Fizemos a prova.’,sujeito simples,sujeito composto,sujeito oculto,sujeito indeterminado,C,Top demais! ✨,Respira e vai de novo. 😌
ENEM,ENEM2023-Q013,2023,Filosofia,fácil,"Para Sócrates, ‘conhecer-se’ conduz à:",virtude,riqueza,prazer,poder político,A,Mandou bem! 🚀,Quase! Tenta a próxima. 😉
ENEM,ENEM2022-Q024,2022,Física,difícil,Unidade SI de força:,Newton (N),Joule (J),Watt (W),Pascal (Pa),A,Excelente! 🧠,Boa tentativa! Revise esse tema. 📚
ENEM,ENEM2023-Q058,2023,Química,médio,O NaCl apresenta ligação:,iônica,covalente apolar,metálica,hidrogênio,A,Top demais! ✨,Não desanima! Você consegue. 💪
